R‚fD‚tailCommande;R‚fCommande;R‚fProduit;Quantit‚;PrixUnitaire;Remise;FORFAIT;PrixUnitaire?;PrixUnitaireht;TVA
561;592;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
562;593;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
563;594;41;1;0,00;0;TRUE;2.600,00;0,00;0,140000001
564;595;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
565;596;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
566;597;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
567;598;41;1;30.740,00;0;TRUE;0,00;30.740,00;0,140000001
568;599;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
569;600;41;1;0,00;0;TRUE;2.600,00;0,00;0,140000001
570;601;41;1;31.800,00;0;TRUE;0,00;31.800,00;0,140000001
571;602;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
572;603;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
573;604;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
574;606;50;1;9.000,00;0;TRUE;0,00;9.000,00;0,140000001
575;607;41;1;31.800,00;0;TRUE;0,00;31.800,00;0,140000001
576;608;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
578;611;48;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
579;613;72;1;;0;TRUE;1.600,00;;0,140000001
580;614;73;1;0,00;0;TRUE;500,00;0,00;0,140000001
581;615;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
582;616;41;1;31.800,00;0;TRUE;0,00;31.800,00;0,140000001
583;617;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
584;618;73;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
585;619;74;1;0,00;0;TRUE;3.300,00;0,00;0,140000001
586;620;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
587;621;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
588;622;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
589;623;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
590;624;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
591;625;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
592;627;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
593;628;72;1;0,00;0;TRUE;1.600,00;0,00;0,140000001
594;629;73;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
595;631;41;1;0,00;0;TRUE;2.800,00;0,00;0,140000001
596;632;41;1;0,00;0;TRUE;2.800,00;0,00;0,140000001
597;633;2;1;6.000,00;0;TRUE;0,00;6.000,00;0,140000001
598;634;41;1;30.740,00;0;TRUE;0,00;30.740,00;0,140000001
599;635;2;1;6.000,00;0;TRUE;0,00;6.000,00;0,140000001
600;636;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
601;637;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
602;638;41;1;30.740,00;0;TRUE;0,00;30.740,00;0,140000001
603;639;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
604;640;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
605;641;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
606;642;41;1;30.740,00;0;TRUE;0,00;30.740,00;0,140000001
607;643;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
608;644;41;1;0,00;0;TRUE;2.600,00;0,00;0,140000001
609;645;41;1;0,00;0;TRUE;2.600,00;0,00;0,140000001
610;647;41;1;0,00;0;TRUE;2.800,00;0,00;0,140000001
611;648;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
612;649;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
613;650;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
614;651;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
615;652;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
616;653;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
617;654;75;1;52.920,00;0;TRUE;490,00;52.920,00;0
618;655;41;1;0,00;0;TRUE;3.300,00;0,00;0,140000001
619;656;41;1;0,00;0;TRUE;3.300,00;0,00;0
620;657;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
621;658;41;1;0,00;0;TRUE;2.700,00;0,00;0,140000001
622;659;41;1;0,00;0;TRUE;2.800,00;0,00;0,140000001
623;660;41;1;0,00;0;TRUE;2.800,00;0,00;0,140000001
624;661;75;1;0,00;0;TRUE;4.900,00;0,00;0,140000001
625;662;13;1;0,00;0;TRUE;2.900,00;0,00;0,140000001
626;663;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
627;664;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
628;665;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
629;666;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
630;667;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
631;668;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
632;669;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
633;670;75;1;4.900,00;0;TRUE;5.000,00;4.900,00;0,140000001
634;671;13;1;0,00;0;TRUE;2.900,00;0,00;0,140000001
635;672;13;1;0,00;0;TRUE;2.900,00;0,00;0,140000001
636;673;3;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
637;674;76;1;15.600,00;0;TRUE;0,00;15.600,00;0,140000001
638;675;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
639;676;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
640;677;41;1;0,00;0;TRUE;3.200,00;0,00;0,140000001
641;678;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
642;679;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
643;680;21;1;10.000,00;0;TRUE;0,00;10.000,00;0,140000001
644;681;21;1;10.000,00;0;TRUE;0,00;10.000,00;0,140000001
645;682;41;1;0,00;0;TRUE;2.800,00;0,00;0,140000001
646;683;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
647;684;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
648;685;41;1;0,00;0;TRUE;2.800,00;0,00;0,140000001
649;686;41;1;0,00;0;TRUE;2.800,00;0,00;0,140000001
650;687;75;1;4.900,00;0;TRUE;490,00;4.900,00;0,140000001
651;689;41;1;0,00;0;TRUE;2.800,00;0,00;0,140000001
652;690;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
653;691;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
654;692;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
655;693;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
656;694;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
657;695;76;1;15.600,00;0;TRUE;0,00;15.600,00;0,140000001
658;696;41;1;0,00;0;TRUE;3.000,00;0,00;0,140000001
659;697;41;1;30.000,00;0;TRUE;2.800,00;30.000,00;0,140000001
660;698;41;1;30.000,00;0;TRUE;2.800,00;30.000,00;0,140000001
661;699;75;1;490,00;0;TRUE;5.000,00;490,00;0,140000001
662;700;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
663;701;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
664;702;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
665;703;41;1;0,00;0;TRUE;2.800,00;0,00;0,140000001
666;705;41;1;0,00;0;TRUE;2.800,00;0,00;0,140000001
667;706;41;1;0,00;0;TRUE;2.800,00;0,00;0,140000001
668;707;76;1;15.600,00;0;TRUE;0,00;15.600,00;0,140000001
669;708;13;1;0,00;0;TRUE;2.600,00;0,00;0,140000001
670;709;41;1;0,00;0;TRUE;2.800,00;0,00;0,140000001
671;710;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
672;711;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
673;712;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
674;713;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
675;714;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
676;717;75;1;4.800,00;0;TRUE;480,00;4.800,00;0,140000001
677;718;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
678;719;13;1;0,00;0;TRUE;2.000,00;0,00;0
679;720;76;1;13.100,00;0;TRUE;0,00;13.100,00;0,140000001
680;721;76;1;15.100,00;0;TRUE;0,00;15.100,00;0,140000001
681;722;76;1;15.100,00;0;TRUE;0,00;15.100,00;0,140000001
682;723;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
683;724;14;1;40.300,00;0;TRUE;3.800,00;40.300,00;0,140000001
684;725;41;1;0,00;0;TRUE;2.500,00;0,00;0
685;726;41;1;0,00;0;TRUE;2.500,00;0,00;0,140000001
686;728;21;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
687;729;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
688;730;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
689;732;77;1;24.000,00;0;TRUE;0,00;24.000,00;0,140000001
690;733;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
691;734;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
692;735;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
693;736;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
694;737;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
695;738;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
696;739;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
697;740;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
698;741;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
699;742;63;1;23.000,00;0;TRUE;0,00;23.000,00;0,140000001
700;745;5;1;23.000,00;0;TRUE;0,00;23.000,00;0,140000001
701;746;5;1;23.000,00;0;TRUE;0,00;23.000,00;0,140000001
702;747;5;1;23.000,00;0;TRUE;0,00;23.000,00;0,140000001
703;748;5;1;23.000,00;0;TRUE;0,00;23.000,00;0,140000001
704;749;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
705;750;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
706;751;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
707;752;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
708;753;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
709;754;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
710;755;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
711;756;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
712;757;41;1;0,00;0;TRUE;2.600,00;0,00;0,140000001
713;758;65;1;16.000,00;0;TRUE;0,00;16.000,00;0,140000001
714;759;75;1;3.800,00;0;TRUE;3.800,00;3.800,00;0,140000001
715;761;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
716;762;13;1;0,00;0;TRUE;3.800,00;0,00;0
717;764;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
718;765;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
719;766;63;1;23.000,00;0;TRUE;0,00;23.000,00;0,140000001
720;768;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
721;769;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
722;770;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
723;771;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
724;772;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
725;773;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
726;774;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
728;775;78;1;16.300,00;0;TRUE;0,00;16.300,00;0,140000001
729;776;78;1;16.300,00;0;TRUE;0,00;16.300,00;0,140000001
730;778;63;1;23.000,00;0;TRUE;0,00;23.000,00;0,140000001
731;779;79;1;16.000,00;0;TRUE;0,00;16.000,00;0
732;780;28;1;12.000,00;0;TRUE;0,00;12.000,00;0,140000001
733;781;80;1;20.000,00;0;TRUE;0,00;20.000,00;0,140000001
734;782;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
735;783;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
736;785;76;1;16.000,00;0;TRUE;0,00;16.000,00;0,140000001
737;786;76;1;16.000,00;0;TRUE;0,00;16.000,00;0,140000001
738;787;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
739;788;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
740;789;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
741;790;78;1;16.300,00;0;TRUE;0,00;16.300,00;0,140000001
742;791;13;1;0,00;0;TRUE;3.800,00;0,00;0,140000001
743;792;75;1;4.800,00;0;TRUE;3.800,00;4.800,00;0,140000001
744;794;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
745;795;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
746;796;63;1;22.000,00;0;TRUE;2.100,00;22.000,00;0,140000001
747;710;35;1;0,00;0;TRUE;0,00;0,00;0,140000001
748;797;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
749;798;73;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
750;800;29;1;5.000,00;0;TRUE;0,00;5.000,00;0,140000001
751;801;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
752;802;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
753;803;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
754;804;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
755;805;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
756;806;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
757;807;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
758;808;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
759;809;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
760;810;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
761;811;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
762;812;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
763;813;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
764;814;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
765;815;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
766;816;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
767;817;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
768;818;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
769;819;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
770;820;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
771;821;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
772;822;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
773;823;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
774;824;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
775;825;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
776;826;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
777;827;76;1;32.000,00;0;TRUE;0,00;32.000,00;0,140000001
778;828;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
779;829;52;1;15.000,00;0;TRUE;0,00;15.000,00;0,140000001
780;830;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
781;831;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
782;832;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
783;833;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
784;834;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
785;835;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
786;836;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
787;838;41;1;25.000,00;0;TRUE;2.500,00;25.000,00;0,140000001
788;839;41;1;25.000,00;0;TRUE;2.500,00;25.000,00;0,140000001
789;840;65;1;17.000,00;0;TRUE;0,00;17.000,00;0,140000001
790;841;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
791;842;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
792;843;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
793;844;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
794;845;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
795;846;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
796;847;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
797;848;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
798;849;65;1;17.000,00;0;TRUE;0,00;17.000,00;0,140000001
799;850;82;1;19.000,00;0;TRUE;0,00;19.000,00;0,140000001
800;852;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
801;853;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
802;854;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
803;855;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
804;856;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
805;857;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
806;858;83;1;16.000,00;0;TRUE;0,00;16.000,00;0,140000001
807;859;65;1;16.000,00;0;TRUE;0,00;16.000,00;0,140000001
808;862;13;1;0,00;0;TRUE;3.500,00;0,00;0,140000001
809;863;41;1;0,00;0;TRUE;2.300,00;0,00;0,140000001
810;864;78;1;16.000,00;0;TRUE;0,00;16.000,00;0,140000001
811;865;78;1;16.000,00;0;TRUE;0,00;16.000,00;0,140000001
812;866;78;1;16.000,00;0;TRUE;0,00;16.000,00;0,140000001
813;763;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
814;868;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
815;869;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
816;870;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
817;871;67;1;21.000,00;0;TRUE;0,00;21.000,00;0,140000001
818;872;78;1;16.000,00;0;TRUE;0,00;16.000,00;0,140000001
819;873;78;1;16.000,00;0;TRUE;0,00;16.000,00;0,140000001
820;874;85;1;25.000,00;0;TRUE;0,00;25.000,00;0,140000001
821;877;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
822;878;15;1;36.000,00;0;TRUE;0,00;36.000,00;0,140000001
823;879;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
824;880;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
825;881;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
826;882;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
827;883;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
828;884;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
829;885;87;1;17.400,00;0;TRUE;0,00;17.400,00;0,140000001
830;886;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
831;887;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
832;888;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
833;889;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
834;890;82;1;19.000,00;0;TRUE;0,00;19.000,00;0,140000001
835;891;78;1;16.000,00;0;TRUE;0,00;16.000,00;0,140000001
836;892;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
837;893;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
838;894;41;1;0,00;0;TRUE;2.300,00;0,00;0,140000001
839;895;88;1;15.000,00;0;TRUE;0,00;15.000,00;0,140000001
840;896;3;1;15.500,00;0;TRUE;0,00;15.500,00;0,140000001
841;897;3;1;20.000,00;0;TRUE;0,00;20.000,00;0,140000001
842;898;89;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
843;899;78;1;16.000,00;0;TRUE;0,00;16.000,00;0,140000001
844;902;88;1;7.500,00;0;TRUE;0,00;7.500,00;0,140000001
845;903;90;1;17.000,00;0;TRUE;0,00;17.000,00;0,140000001
846;904;65;1;15.400,00;0;TRUE;0,00;15.400,00;0,140000001
847;905;78;1;16.000,00;0;TRUE;0,00;16.000,00;0,140000001
848;906;41;1;30.000,00;0;TRUE;2.800,00;30.000,00;0,140000001
849;907;41;1;0,00;0;TRUE;2.700,00;0,00;0,140000001
850;909;96;1;0,00;0;TRUE;400,00;0,00;0,140000001
851;914;50;1;15.400,00;0;TRUE;0,00;15.400,00;0,140000001
852;915;67;1;15.000,00;0;TRUE;0,00;15.000,00;0,140000001
853;916;41;1;30.000,00;0;TRUE;0,00;30.000,00;0,140000001
854;917;41;1;30.000,00;0;TRUE;0,00;30.000,00;0,140000001
855;918;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
856;919;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
857;920;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
858;921;41;1;0,00;0;TRUE;2.700,00;0,00;0
859;922;41;1;0,00;0;TRUE;2.500,00;0,00;0,140000001
860;923;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
861;924;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
862;925;21;1;11.000,00;0;TRUE;0,00;11.000,00;0,140000001
863;926;89;1;42.000,00;0;TRUE;0,00;42.000,00;0,140000001
864;927;91;1;25.000,00;0;TRUE;0,00;25.000,00;0,140000001
865;928;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
866;929;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
867;930;41;1;0,00;0;TRUE;2.600,00;0,00;0
868;931;92;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
869;932;93;1;17.000,00;0;TRUE;0,00;17.000,00;0,140000001
870;933;29;1;5.000,00;0;TRUE;0,00;5.000,00;0,140000001
871;934;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
872;935;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
873;936;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
874;937;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
875;938;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
876;939;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
877;940;41;1;30.000,00;0;TRUE;0,00;30.000,00;0,140000001
878;941;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
879;942;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
880;943;41;1;0,00;0;TRUE;2.650,00;0,00;0
881;944;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
882;945;41;1;30.000,00;0;TRUE;0,00;30.000,00;0,140000001
883;946;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
884;947;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
885;948;41;1;30.000,00;0;TRUE;0,00;30.000,00;0,140000001
886;949;41;1;30.000,00;0;TRUE;2.800,00;30.000,00;0,140000001
887;950;41;1;30.000,00;0;TRUE;2.800,00;30.000,00;0,140000001
888;951;33;1;0,00;0;TRUE;2.700,00;0,00;0,140000001
889;952;33;1;0,00;0;TRUE;2.700,00;0,00;0,140000001
890;953;41;1;0,00;0;TRUE;2.700,00;0,00;0,140000001
891;954;41;1;30.000,00;0;TRUE;0,00;30.000,00;0,140000001
892;955;41;1;30.000,00;0;TRUE;0,00;30.000,00;0,140000001
893;956;41;1;30.000,00;0;TRUE;2.800,00;30.000,00;0,140000001
894;957;94;1;0,00;0;TRUE;3.500,00;0,00;0,140000001
895;958;94;1;0,00;0;TRUE;3.500,00;0,00;0,140000001
896;959;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
897;960;92;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
898;961;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
899;962;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
900;963;95;1;42.000,00;0;TRUE;0,00;42.000,00;0,140000001
901;964;41;1;0,00;0;TRUE;2.700,00;0,00;0,140000001
902;965;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
903;966;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
904;967;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
905;968;41;1;0,00;0;TRUE;2.700,00;0,00;0,140000001
906;969;41;1;30.000,00;0;TRUE;0,00;30.000,00;0,140000001
907;970;41;1;30.000,00;0;TRUE;2.800,00;30.000,00;0,140000001
908;971;41;1;30.000,00;0;TRUE;2.800,00;30.000,00;0,140000001
909;972;41;1;30.000,00;0;TRUE;0,00;30.000,00;0,140000001
910;973;17;1;14.000,00;0;TRUE;0,00;14.000,00;0,140000001
911;974;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
912;975;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
913;976;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
914;977;28;1;14.000,00;0;TRUE;0,00;14.000,00;0,140000001
915;978;3;1;10.000,00;0;TRUE;0,00;10.000,00;0,140000001
916;979;41;1;30.000,00;0;TRUE;0,00;30.000,00;0,140000001
917;980;41;1;30.000,00;0;TRUE;0,00;30.000,00;0,140000001
918;981;41;1;30.000,00;0;TRUE;0,00;30.000,00;0,140000001
919;986;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
920;985;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
921;984;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
922;990;41;1;30.000,00;0;TRUE;0,00;30.000,00;0,140000001
923;991;41;1;;0;TRUE;2.650,00;;0,140000001
924;992;89;1;44.280,00;0;TRUE;0,00;44.280,00;0,140000001
925;993;41;1;30.000,00;0;TRUE;0,00;30.000,00;0,140000001
926;994;41;1;30.000,00;0;TRUE;0,00;30.000,00;0,140000001
927;995;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
928;996;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
929;997;41;1;0,00;0;TRUE;2.650,00;0,00;0,140000001
930;998;91;1;25.000,00;0;TRUE;0,00;25.000,00;0,140000001
931;999;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
932;1000;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
933;1001;35;1;8.000,00;0;TRUE;2.500,00;8.000,00;0,140000001
934;1002;41;1;30.000,00;0;TRUE;0,00;30.000,00;0,140000001
935;1003;41;1;30.000,00;0;TRUE;0,00;30.000,00;0,140000001
936;1004;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
937;1005;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
938;1006;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
939;1007;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
940;1008;41;1;0,00;0;TRUE;2.820,00;0,00;0,140000001
941;1009;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
