R‚fD‚tailCommande;R‚fCommande;R‚fProduit;Quantit‚;PrixUnitaire;Remise;FORFAIT;PrixUnitaire?;PrixUnitaireht;TVA
942;1010;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
943;1011;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
944;1012;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
945;1013;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
946;1014;65;1;12.000,00;0;TRUE;0,00;10.526,32;0,140000001
947;1015;41;1;30.000,00;0;TRUE;0,00;26.315,79;0,140000001
948;1016;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
949;1017;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
950;1018;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
951;1019;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
952;1020;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
954;1021;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
955;1022;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
956;1023;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
957;1024;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
958;1025;41;1;30.000,00;0;TRUE;0,00;30.000,00;0,140000001
959;1026;28;1;7.000,00;0;TRUE;0,00;7.000,00;0,140000001
960;1027;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
961;1028;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
962;1029;99;1;41.000,00;0;TRUE;0,00;41.000,00;0,140000001
963;1030;89;1;20.000,00;0;TRUE;0,00;20.000,00;0,140000001
964;1031;41;1;0,00;0;TRUE;2.650,00;0,00;0
965;1032;11;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
966;1033;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
967;1034;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
968;1035;100;1;11.400,00;0;TRUE;0,00;10.000,00;0,140000001
969;1036;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
970;1037;100;1;11.400,00;0;TRUE;0,00;10.000,00;0,140000001
971;1038;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
972;1039;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
973;1040;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
974;1041;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
975;1042;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
976;1043;100;1;11.400,00;0;TRUE;0,00;10.000,00;0,140000001
977;1044;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
978;1045;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
979;1046;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
980;1047;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
981;1048;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
982;1049;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
983;1050;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
984;1051;100;1;11.400,00;0;TRUE;0,00;10.000,00;0,140000001
985;1052;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
986;1053;100;1;11.400,00;0;TRUE;0,00;10.000,00;0,140000001
987;1054;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
988;1055;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
989;1056;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
990;1057;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
991;1058;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
992;1059;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
993;1060;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
994;1061;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
995;1062;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
996;1063;97;1;11.970,00;0;TRUE;0,00;10.500,00;0,140000001
997;1064;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
998;1065;60;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
999;1066;17;1;14.000,00;0;TRUE;0,00;14.000,00;0,140000001
1000;1067;17;1;14.000,00;0;TRUE;0,00;14.000,00;0,140000001
1001;1068;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1002;1069;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1003;1070;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1004;1071;100;1;11.970,00;0;TRUE;0,00;10.500,00;0,140000001
1005;1072;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1006;1073;92;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1007;1074;28;1;14.000,00;0;TRUE;0,00;14.000,00;0,140000001
1008;1075;101;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1009;1076;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1010;1077;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1011;1078;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1012;1079;11;1;14.000,00;0;TRUE;0,00;14.000,00;0,140000001
1013;1080;41;1;;0;TRUE;2.500,00;;0,140000001
1014;1081;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1015;1082;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1016;1083;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1017;1084;35;1;5.000,00;0;TRUE;0,00;5.000,00;0,140000001
1018;1085;29;1;3.000,00;0;TRUE;0,00;3.000,00;0,140000001
1019;1086;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1020;1087;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1021;1088;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1022;1089;100;1;11.970,00;0;TRUE;0,00;11.970,00;0,140000001
1023;1090;97;1;9.500,00;0;TRUE;0,00;9.500,00;0,140000001
1024;1091;97;1;9.500,00;0;TRUE;0,00;9.500,00;0,140000001
1025;1092;100;1;11.970,00;0;TRUE;0,00;11.970,00;0,140000001
1026;1093;78;1;12.500,00;0;TRUE;0,00;12.500,00;0,140000001
1027;1094;99;1;41.000,00;0;TRUE;0,00;41.000,00;0,140000001
1028;1095;99;1;41.000,00;0;TRUE;0,00;41.000,00;0,140000001
1029;1096;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1030;1097;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1031;1098;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1032;1099;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1033;1100;100;1;11.970,00;0;TRUE;0,00;10.500,00;0,140000001
1034;1101;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1035;1102;4;1;12.000,00;0;TRUE;0,00;12.000,00;0,140000001
1036;1103;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1037;1104;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1038;1105;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1039;1106;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1040;1107;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1041;1108;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1042;1109;100;1;11.970,00;0;TRUE;0,00;10.500,00;0,140000001
1043;1110;100;1;11.970,00;0;TRUE;0,00;10.500,00;0,140000001
1044;1111;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1045;1112;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1046;1114;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1047;1115;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1048;1116;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1049;1117;21;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1050;1118;21;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1051;1119;65;1;13.000,00;0;TRUE;0,00;13.000,00;0
1052;1120;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1053;1121;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1054;1123;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1055;1124;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1056;1125;103;1;20.000,00;0;TRUE;0,00;20.000,00;0,140000001
1057;1126;103;1;20.000,00;0;TRUE;0,00;20.000,00;0,140000001
1058;1127;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1059;1128;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1060;1129;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1061;1130;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1062;1131;11;1;30.000,00;0;TRUE;0,00;30.000,00;0,140000001
1063;1132;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1064;1133;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1065;1134;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1066;1135;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1067;1136;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1068;1137;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1069;1138;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1070;1139;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1071;1140;103;1;20.000,00;0;TRUE;0,00;20.000,00;0,140000001
1072;1141;28;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1073;1142;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1074;1143;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1075;1144;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1076;1145;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1077;1146;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1078;1147;104;1;25.000,00;0;TRUE;0,00;25.000,00;0,140000001
1079;1148;104;1;25.000,00;0;TRUE;0,00;25.000,00;0,140000001
1080;1149;103;1;20.000,00;0;TRUE;0,00;20.000,00;0,140000001
1081;1150;2;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1082;1151;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1083;1152;103;1;20.000,00;0;TRUE;0,00;20.000,00;0,140000001
1084;1153;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1085;1154;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1086;1155;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1087;1156;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1088;1157;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1089;1158;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1090;1159;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1091;1160;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1092;1161;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1093;1162;103;1;20.000,00;0;TRUE;0,00;20.000,00;0,140000001
1094;1163;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1095;1164;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1096;1165;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1097;1166;21;1;11.000,00;0;TRUE;0,00;11.000,00;0,140000001
1098;1167;21;1;11.000,00;0;TRUE;0,00;11.000,00;0,140000001
1099;1168;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1100;1169;2;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1101;1170;41;1;0,00;0;TRUE;2.600,00;0,00;0,140000001
1102;1171;41;1;0,00;0;TRUE;2.650,00;0,00;0
1103;1172;106;1;41.000,00;0;TRUE;3.900,00;41.000,00;0,140000001
1104;1173;106;1;41.000,00;0;TRUE;0,00;41.000,00;0,140000001
1105;1174;106;1;41.000,00;0;TRUE;0,00;41.000,00;0,140000001
1106;1175;3;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1107;1176;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1108;1177;65;1;8.000,00;0;TRUE;0,00;8.000,00;0
1109;1178;41;1;;0;TRUE;2.650,00;;0,140000001
1110;1179;17;1;14.000,00;0;TRUE;0,00;14.000,00;0,140000001
1111;1180;107;1;0,00;0;TRUE;2.100,00;0,00;0,140000001
1112;1181;65;1;8.000,00;0;TRUE;0,00;8.000,00;0
1113;1182;17;1;14.000,00;0;TRUE;0,00;14.000,00;0,140000001
1114;1183;17;1;14.000,00;0;TRUE;0,00;14.000,00;0,140000001
1115;1184;2;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1116;1185;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1117;1186;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1118;1187;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1119;1188;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1120;1189;100;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1121;1190;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1122;1191;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1123;1192;41;1;0,00;0;TRUE;490,00;0,00;0,140000001
1124;1193;41;1;0,00;0;TRUE;490,00;0,00;0,140000001
1125;1194;29;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1126;1195;97;1;9.500,00;0;TRUE;0,00;8.333,33;0,140000001
1127;1196;109;1;26.000,00;0;TRUE;0,00;26.000,00;0,140000001
1128;1197;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1129;1198;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1130;1199;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1131;1200;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1132;1201;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1133;1202;106;1;41.000,00;0;TRUE;0,00;41.000,00;0
1134;1196;110;1;3.000,00;0;TRUE;0,00;3.000,00;0,140000001
1135;1203;17;1;14.000,00;0;TRUE;0,00;14.000,00;0,140000001
1136;1204;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1137;1205;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1138;1206;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1139;1207;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1140;1208;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1141;1209;17;1;14.000,00;0;TRUE;0,00;14.000,00;0,140000001
1142;1210;111;1;31.000,00;0;TRUE;0,00;31.000,00;0,140000001
1143;1211;112;1;16.000,00;0;TRUE;1.500,00;16.000,00;0,140000001
1144;1212;73;1;9.000,00;0;TRUE;0,00;9.000,00;0,140000001
1145;1213;41;1;0,00;0;TRUE;2.400,00;0,00;0,140000001
1146;1214;113;1;14.000,00;0;TRUE;0,00;14.000,00;0,140000001
1147;1215;41;1;0,00;0;TRUE;2.300,00;0,00;0,140000001
1148;1216;41;1;0,00;0;TRUE;2.300,00;0,00;0,140000001
1149;1217;114;1;23.000,00;0;TRUE;0,00;23.000,00;0,140000001
1150;1218;41;1;0,00;0;TRUE;2.400,00;0,00;0,140000001
1151;1219;41;1;0,00;0;TRUE;2.400,00;0,00;0,140000001
1152;1220;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1153;1221;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1154;1222;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1155;1223;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1156;1224;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1157;1225;106;1;41.000,00;0;TRUE;0,00;41.000,00;0,140000001
1158;1226;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1159;1227;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1160;1228;41;1;0,00;0;TRUE;2.300,00;0,00;0,140000001
1161;1229;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1162;1230;41;1;0,00;0;TRUE;490,00;0,00;0,140000001
1163;1231;41;1;0,00;0;TRUE;2.400,00;0,00;0,140000001
1164;1232;116;1;26.500,00;0;TRUE;0,00;26.500,00;0,140000001
1165;1233;114;1;23.000,00;0;TRUE;0,00;23.000,00;0,140000001
1166;1234;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1167;1235;2;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1168;1236;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1169;1237;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1170;1238;117;1;17.000,00;0;TRUE;0,00;17.000,00;0,140000001
1171;1239;118;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1172;1240;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1173;1241;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1174;1242;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1175;1243;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1176;1244;75;1;0,00;0;TRUE;2.200,00;0,00;0,140000001
1178;1245;75;1;0,00;0;TRUE;4.200,00;0,00;0
1179;1246;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1180;1247;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1181;1248;41;1;0,00;0;TRUE;2.300,00;0,00;0,140000001
1182;1249;41;1;0,00;0;TRUE;2.300,00;0,00;0
1183;1250;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1184;1251;120;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1185;1252;11;1;4.900,00;0;TRUE;0,00;4.900,00;0,140000001
1186;1253;41;1;0,00;0;TRUE;490,00;0,00;0,140000001
1188;1254;122;1;15.000,00;0;TRUE;0,00;15.000,00;0,140000001
1189;1255;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1190;1256;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1191;1257;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1192;1258;123;1;0,00;0;TRUE;2.300,00;0,00;0,140000001
1193;1259;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1194;1260;106;1;41.000,00;0;TRUE;0,00;41.000,00;0,140000001
1195;1263;21;1;4.900,00;0;TRUE;0,00;4.900,00;0,140000001
1196;1264;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1197;1265;124;1;7.000,00;0;TRUE;0,00;7.000,00;0,140000001
1198;1266;41;1;0,00;0;TRUE;490,00;0,00;0,140000001
1199;1267;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1200;1268;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1201;1269;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1202;1270;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1203;1271;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1204;1272;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1205;1273;103;1;20.000,00;0;TRUE;0,00;20.000,00;0,140000001
1206;1274;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1207;1275;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1208;1276;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1209;1277;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1210;1278;103;1;20.000,00;0;TRUE;0,00;20.000,00;0,140000001
1211;1279;111;1;32.000,00;0;TRUE;0,00;32.000,00;0,140000001
1212;1280;128;1;20.000,00;0;TRUE;0,00;20.000,00;0,140000001
1214;1282;35;1;29.000,00;0;TRUE;0,00;29.000,00;0,140000001
1215;1283;3;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1216;1284;28;1;15.000,00;0;TRUE;0,00;15.000,00;0,140000001
1217;1285;106;1;41.000,00;0;TRUE;0,00;41.000,00;0,140000001
1218;1286;112;1;30.000,00;0;TRUE;0,00;30.000,00;0,140000001
1219;1287;106;1;41.000,00;0;TRUE;0,00;41.000,00;0,140000001
1220;1288;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1221;1289;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1222;1290;103;1;20.000,00;0;TRUE;0,00;20.000,00;0,140000001
1223;1291;111;1;32.000,00;0;TRUE;0,00;32.000,00;0,140000001
1224;1291;125;1;1.000,00;0;TRUE;0,00;1.000,00;0,140000001
1225;1292;126;1;15.000,00;0;TRUE;0,00;15.000,00;0,140000001
1226;1293;28;1;15.000,00;0;TRUE;0,00;15.000,00;0,140000001
1227;1294;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1228;1295;50;1;16.000,00;0;TRUE;0,00;16.000,00;0,140000001
1229;1296;78;1;16.000,00;0;TRUE;0,00;16.000,00;0,140000001
1230;1297;78;1;16.000,00;0;TRUE;0,00;16.000,00;0,140000001
1231;1298;128;1;20.000,00;0;TRUE;0,00;20.000,00;0,140000001
1232;1299;78;1;16.000,00;0;TRUE;0,00;16.000,00;0,140000001
1233;1300;28;1;15.000,00;0;TRUE;0,00;15.000,00;0,140000001
1234;1301;128;1;20.000,00;0;TRUE;0,00;20.000,00;0,140000001
1236;1303;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1237;1304;78;1;16.000,00;0;TRUE;0,00;16.000,00;0,140000001
1238;1281;28;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1239;1305;78;1;16.000,00;0;TRUE;0,00;16.000,00;0,140000001
1240;1306;41;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1241;1307;111;1;32.000,00;0;TRUE;0,00;32.000,00;0,140000001
1242;1308;3;1;15.000,00;0;TRUE;0,00;15.000,00;0
1243;1309;127;1;0,00;0;TRUE;1.500,00;0,00;0,140000001
1244;1310;78;1;16.000,00;0;TRUE;0,00;16.000,00;0,140000001
1245;1311;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1246;1312;108;1;8.000,00;0;TRUE;0,00;8.000,00;0
1247;1313;78;1;16.000,00;0;TRUE;0,00;16.000,00;0,140000001
1248;1314;2;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1249;1315;2;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1250;1316;128;1;20.000,00;0;TRUE;0,00;20.000,00;0,140000001
1251;1317;128;1;20.000,00;0;TRUE;0,00;20.000,00;0,140000001
1252;1318;106;1;0,00;0;TRUE;3.600,00;0,00;0,140000001
1253;1319;104;1;21.780,00;0;TRUE;0,00;21.780,00;0,140000001
1254;1320;2;1;15.000,00;0;TRUE;0,00;15.000,00;0,140000001
1255;1321;2;1;15.000,00;0;TRUE;0,00;15.000,00;0,140000001
1256;1322;16;1;8.000,00;0;TRUE;0,00;8.000,00;0
1257;1323;2;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1258;1324;36;1;8.000,00;0;TRUE;0,00;8.000,00;0
1259;1325;29;1;12.000,00;0;TRUE;0,00;12.000,00;0,140000001
1260;1326;78;1;15.000,00;0;TRUE;0,00;15.000,00;0,140000001
1261;1327;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1262;1328;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1263;1329;129;1;17.000,00;0;TRUE;0,00;17.000,00;0,140000001
1264;1330;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1265;1331;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1266;1332;112;1;32.000,00;0;TRUE;0,00;32.000,00;0,140000001
1267;1333;130;1;17.000,00;0;TRUE;0,00;17.000,00;0,140000001
1268;1334;115;1;10.000,00;0;TRUE;0,00;10.000,00;0,140000001
1269;1335;128;1;20.000,00;0;TRUE;0,00;20.000,00;0,140000001
1270;1336;131;1;15.000,00;0;TRUE;0,00;15.000,00;0,140000001
1271;1337;133;1;19.000,00;0;TRUE;0,00;19.000,00;0,140000001
1272;1338;133;1;19.000,00;0;TRUE;0,00;19.000,00;0,140000001
1273;1339;132;1;39.000,00;0;TRUE;0,00;39.000,00;0,140000001
1274;1340;128;1;20.000,00;0;TRUE;0,00;20.000,00;0,140000001
1275;1341;106;1;41.000,00;0;TRUE;0,00;41.000,00;0,140000001
1276;1342;78;1;15.000,00;0;TRUE;0,00;15.000,00;0,140000001
1277;1343;2;1;16.000,00;0;TRUE;0,00;16.000,00;0,140000001
1278;1344;2;1;16.000,00;0;TRUE;0,00;16.000,00;0,140000001
1279;1345;2;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1280;1346;133;1;19.000,00;0;TRUE;0,00;19.000,00;0,140000001
1281;1347;134;1;6.000,00;0;TRUE;0,00;6.000,00;0,140000001
1282;1348;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1283;1349;135;1;10.000,00;0;TRUE;0,00;10.000,00;0,140000001
1284;1350;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1285;1351;78;1;15.000,00;0;TRUE;0,00;15.000,00;0,140000001
1286;1352;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1287;1353;29;1;12.000,00;0;TRUE;0,00;12.000,00;0,140000001
1288;1354;78;1;15.000,00;0;TRUE;0,00;15.000,00;0,140000001
1289;1355;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1290;1356;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1291;1357;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1292;1358;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1293;1359;78;1;12.000,00;0;TRUE;0,00;12.000,00;0,140000001
1294;1360;78;1;3.000,00;0;TRUE;0,00;3.000,00;0,140000001
1297;1361;41;1;28.620,00;0;TRUE;0,00;28.620,00;0,140000001
1298;1361;121;1;1.060,00;0;TRUE;0,00;1.060,00;0,140000001
1299;1362;29;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1300;1363;137;1;21.877,50;0;TRUE;0,00;21.877,50;0,140000001
1302;1364;3;1;12.000,00;0;TRUE;0,00;12.000,00;0
1303;1365;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1304;1365;138;1;-8.100,00;0;TRUE;0,00;-8.100,00;0,140000001
1305;1366;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1306;1366;138;1;-8.100,00;0;TRUE;0,00;-8.100,00;0,140000001
1307;1367;120;1;12.000,00;0;TRUE;0,00;12.000,00;0,140000001
1308;1368;78;1;15.000,00;0;TRUE;0,00;15.000,00;0,140000001
1309;1369;92;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1311;1370;78;1;15.000,00;0;TRUE;0,00;15.000,00;0,140000001
